ɂ́ɟɀʇɽʃ,Hîsyêô,Meaning,Verb,Noun,Modifier,Frequentative,Type,Kokanu,I,Origin,Origin IPA,Family,Word Ref,Group,/a/,/o/,/ə/,/u/,/ɪ/,/i/,/ɛ/,/e/,Syllabary,Actual IPA,Length,Rank
ƶⱴ̃ʄ,mozûn,cream/paste,to be cream/paste,cream/paste,cream/paste-related,,Noun,ken,m,Turkish macun,/madʒun/,Turkic,mozûn,Materials 101: Material Types,1,0,0,1,0,0,0,0,mazûn,/ˈmɑ.d͡ʒun/,5,20.01.17.08.21
ƶƶɔɟ,momokî,surprised,to be surprised/shocked,surprise/shock,surprised/shocked,,Adjective,mamaki,m,Hausa mamaki,/màː.máː.kìː/,Afroasiatic,momokî,Emotion 101: Fundamental Emotions I,2,0,0,0,0,1,0,0,mamakî,/ˈmɑ.mɑ.ki/,6,20.01.20.01.10
ƶƨʌ,monodo,to meet (a meetee),to meet/visit,a meetee/visitee,meetable/visitable,,Verb,,m,Korean 만나다 mannada,[ma̠nna̠da̠],Koreic,monodo,Communication 102: Basic Communication I,3,0,0,0,0,0,0,0,manada,/ˈmɑ.nɑ.dɑ/,6,20.01.21.01.16
ƶ̃ꜿı,mongô,sharks/rays,to be a shark/ray,shark/ray,shark/ray-related,,Noun,,m,Maori mangō,,Austronesian,mongô,Biology 201: Animals II,1,1,0,0,0,0,0,0,mangô,/ˈmɑn.go/,5,20.01.21.11.02
ƶ̃c̑ʄɐ͊,montûksol,logical,to be logical,logicalness,logical,,Adjective,,m,Turkish mantıksal,/man.tɯk.sal/,Turkic,montûksol,Science 102: Elementary Science II,2,0,0,1,0,0,0,0,mantûksal,/ˈmɑn.tuk.sɑl/,9,20.01.21.12.08
ƶıɽɟ,môî,all,to be all,all,most/-est,,Determiner,ani,m,Vietnamese mọi , [mɔj˨˩ʔ],Austro-Asiatic,môî,Mathematics 201: Relative Quantities I,0,1,0,0,0,1,0,0,môî,/ˈmo.i/,3,20.02.06.00.00
ƶıɔıɤ,môkôfo,tube,to be a tube/pipe,tube/pipe,tube/pipe-related,,Noun,tolu,m,Zimakani mokova,/mokova/,Trans-New Guinea,môkôfo,Architecture 102: 3D Geometry,1,2,0,0,0,0,0,0,môkôfa,/ˈmo.ko.fɑ/,6,20.02.10.02.19
ƶ̑ıʒ̃,môkwon,unrelated,to be unrelated,unrelatedness,unrelated,,Adjective,mokuwan,m,Hakka 無關 mò-kôan,/mou̯²¹ kʷaːn⁵⁵/,Sino-Tibetan,môkwon,Evaluation 202: Intermediate Evaluations I,1,1,0,0,0,0,0,0,môkwan,/ˈmok.wɑn/,6,20.02.10.22.01
ƶıcʒ,môtowo,content,to be content,content,content-related,,Noun,,m,Persian محتوا mohtavâ,[mo̞ɦ.t̪ʰä.wɑ́ː],Indo-Iranian,môtowo,Communication 301: Intermediate Concepts I,2,1,0,0,0,0,0,0,môtawa,/ˈmo.tɑ.wɑ/,6,20.02.12.01.22
ƶıcı,môtô,fire,to be fire,fire,fire-related,,Noun,moto,m,Chichewa/Mwani/Ngungwel/Shona/Swahili moto,/ˈmó.to/,Niger-Congo,môtô,Science 101: Elementary Science I,0,2,0,0,0,0,0,0,môtô,/ˈmo.to/,4,20.02.12.02.00
ƶıcɟɤı,môtîfô,reason,to be a reason/motive,reason/motive,reason/motive-related,,Noun,,m,Spanish motivo,[moˈt̪i.β̞o],Romance,môtîfô,Communication 203: Meta-Concepts I,0,2,0,0,0,1,0,0,môtîfô,/ˈmo.ti.fo/,6,20.02.12.06.19
ƶ̆ıɐȷʓʇ,môtsilê,to tie (the tied),to tie/entangle/knit/weave,the tied/entangled,tie-able/entangleable,to knit/weave,Verb,,m,Japanese もつれ motsure,[mo̞t͡sɨᵝɾe̞],Japonic,môtsilê,Phenomenology 301: Intermediate Motion I,0,1,0,0,1,0,0,1,môtsilê,/ˈmot.sɪ.le/,7,20.02.12.14.05
ƶıꞇɟʋ,môcîbo,ongoing,to be ongoing,ongoingness,ongoing,,Adjective,conca,m,Nahuatl mochipa,/motʃipɑ/,Yuto-Nahuatl,môcîbo,Evaluation 203: Intermediate Evaluations II,1,1,0,0,0,1,0,0,môcîba,/ˈmo.t͡ɕi.bɑ/,6,20.02.13.06.18
ƶıɤɟ,môfî,brave/courageous,to be brave/courageous,bravery/courageousness,brave/courageous,,Adjective,,m,Danish modig,[ˈmoːði],Germanic,môfî,Emotion 301: Intermediate Emotions,0,1,0,0,0,1,0,0,môfî,/ˈmo.fi/,4,20.02.19.06.00
ƶıƨɟɐ,mônîso,to display/show (a diplay/show),to display/show,a diplay/show,displayable/showable,,Verb,,m,Kituba monisa,[monisa],Niger-Congo,mônîso,Communication 102: Basic Communication I,1,1,0,0,0,1,0,0,mônîsa,/ˈmo.ni.sɑ/,6,20.02.21.06.14
ƶ̃ıʋȷʓȷ,mônbili,far,to be far/distant,farness/distance,far/distant,,Adjective,tula,m,Guaraní mombyry,/monpɨlɨ/,Tupian,mônbili,Geography 301: Intermediate Geography,0,1,0,0,2,0,0,0,mônbili,/ˈmon.bɪ.lɪ/,7,20.02.21.18.05
ƶɿɤ́ʄ,mefûs,safe,to be safe/protected,safety/protection,safe/protected,to be secured,Adjective,mepu,m,Hindi महफ़ूज़ mahfūz,[mɛɦ.fuːz],Indo-Iranian,mefûs,Evaluation 102: Worldy Evaluations I,0,0,0,1,0,0,1,0,mbfûs,/ˈmɛ.fus/,5,20.03.19.08.14
ƶɿƨ̑ɿɋɿ,menekxe,violet,to be violet,violet-ness,violet,,Adjective,,m,Turkish menekşe,/mɛnɛcʃɛ/,Turkic,menekxe,Color 303: Tertiary Colors,0,0,0,0,0,0,3,0,mbnbkxb,/ˈmɛ.nɛk.ʃɛ/,7,20.03.21.03.10
ƶ̆ʇʓɟɽ́ı,mêtlîôs,medium/average,to be medium/mediocre/average,mediumness/mediocrity/averageness,medium/mediocre/average,,Adjective,,m,Greek μέτρῐος métrios,/ˈme.tri.os/,Hellenic,mêtlîôs,Evaluation 202: Intermediate Evaluations I,0,1,0,0,0,1,0,1,mêtlîôs,/ˈmet.li.os/,7,20.04.12.23.06
ƶʇʌʄɐ̃,mêdûson,laborious,to be laborious,laboriousnes/effort,laborious,to be exhausting,Adjective,,m,Swedish mödosam,[møːduːsɑːm],Germanic,mêdûson,Evaluation 302: Advanced Evaluations I,1,0,0,1,0,0,0,1,mêdûsan,/ˈme.du.sɑn/,7,20.04.16.08.14
ƶʇƨ́ʄ,mênûs,fewer/less,to be less,lessness/decrease,less,,Determiner,menu,m,Portuguese menos,/ˈme.nuʃ/,Romance,mênûs,Mathematics 201: Relative Quantities I,0,0,0,1,0,0,0,1,mênûs,/ˈme.nus/,5,20.04.21.08.14
ƶ̃ʇɀʄɽʃ,mênyûu,offspring,to be a child/offspring,child/offspring,child/offspring-related,,Noun,menwo,m,"Hmong, White menyuam",/me˧.ɲu̯ə˩̰ˀ/,Hmong-Mien,mênyûu,Sociology 201: Family,0,0,1,1,0,0,0,1,mênyûr,/ˈmen.ju.ʌ/,6,20.04.21.24.08
ƶ́ȷʓȷ,misli,similative marker (like),-,-,-,,Preposition,,m,"Persian, Dari مثل mesl-e",[mɪs.lɪ],Indo-Iranian,misli,Grammar 203: Prepositions III,0,0,0,0,2,0,0,0,misli,/ˈmɪs.lɪ/,5,20.05.14.23.05
ƶȷɋɤ,mixofo,acidic,to be acidic,acidity,acidic,,Adjective,,m,Georgian მჟავა mžava,/mʒava/,Nakh-Daghestani,mixofo,Science 201: Intermediate Science I,2,0,0,0,1,0,0,0,mixafa,/mɪ.ˈʃɑ.fɑ/,6,20.05.15.01.19
ƶ̃ȷɀc,minyoto,gastropod,to be a slug/snail/gastropod,slug/snail/gastropod,slug/snail/gastropod-related,,Noun,,m,Sicilian mignatta,/mɪɲɲat̪t̪a/,Romance,minyoto,Biology 202: Animals III,2,0,0,0,1,0,0,0,minyata,/mɪn.ˈjɑ.tɑ/,7,20.05.21.24.01
ƶ̃ȷɀı,minyô,worm,to be a worm,worm,worm-related,,Noun,,m,Swahili mnyoo,/mɲɔː/,Niger-Congo,minyô,Biology 202: Animals III,0,1,0,0,1,0,0,0,minyô,/ˈmɪn.jo/,5,20.05.21.24.02
ƶɟɽ̃ɿꞇ̑,mîencok,mollusc,to be a mollusc,mollusc,mollusc-related,,Noun,,m,Polish mięczak,/ˈmjɛn.t͡ʂak/,Balto-Slavic,mîencok,Biology 202: Animals III,1,0,0,0,0,1,1,0,mîbncak,/ˈmi.ɛn.t͡ɕɑk/,7,20.06.03.21.13
ƶɟɽʇʋ͊ȷ,mîêbil,furniture,to be furniture,furniture,furniture-related,,Noun,,m,Russian ме́бель mébelʹ,[ˈmʲebʲɪlʲ],Balto-Slavic,mîêbil,Tools 102: Elementary Objects I,0,0,0,0,1,1,0,1,mîêbil,/ˈmi.e.bɪl/,6,20.06.04.18.05
ƶɟɂʄɽ̃,mîhûon,beige,to be beige,beige-ness,beige,,Adjective,,m,Mandarin 米黃 mǐhuáng,[mixwaŋ],Sino-Tibetan,mîhûon,Color 303: Tertiary Colors,1,0,0,1,0,1,0,0,mîhûan,/ˈmi.hu.ɑn/,6,20.06.09.08.01
ƶ̑ɟʌ͊,mîkdol,amount,to be a number/amount,number/amount,number/amount-related,,Noun,mita,m,Arabic مِقْدَار miqdār,/miq.daːr/,Afroasiatic,mîkdol,Mathematics 201: Relative Quantities I,1,0,0,0,0,1,0,0,mîkdal,/ˈmik.dɑl/,6,20.06.10.16.01
ƶɟcɿc̃ʇ,mîtetên,trivial,to be trivial/negligible,triviality/negligibility,trivial/negligible,,Adjective,,m,Finnish mitätön,[ˈmit̪æt̪ø̞n],Uralic,mîtetên,Evaluation 202: Intermediate Evaluations I,0,0,0,0,0,1,1,1,mîtbtên,/ˈmi.tɛ.ten/,7,20.06.12.03.12
ƶ̆ɟƶ,mîtmo,colony,to be a colony,colony,colony-related,,Noun,,m,Quechua mitma,/'mit.ma/,Quechumaran,mîtmo,Sociology 303: Politics II,1,0,0,0,0,1,0,0,mîtma,/ˈmit.mɑ/,5,20.06.12.20.01
ƶɟꞇ̃ɟ,mîcîn,fish,to be a fish,fish,fish-related,,Noun,micin,m,Nahuatl michin,[ˈmi.t͡ʃin],Yuto-Nahuatl,mîcîn,Biology 102: Animals I,0,0,0,0,0,2,0,0,mîcîn,/ˈmi.t͡ɕin/,5,20.06.13.06.21
ƶɟʓɿ,mîle,future,to be a future,future,after/afterwards/later,,Adjective,,m,Korean 미래 mirae,[ˈmi(ː)ɾɛ],Koreic,mîle,Mathematics 302: Relative Time III,0,0,0,0,0,1,1,0,mîlb,/ˈmi.lɛ/,4,20.06.23.03.00
ƶʃɽɟʓı,muîlô,dirty,to be dirty/polluted/soiled,dirtiness/pollution/soiledness,dirty/polluted/soiled,,Adjective,kawa,m,Nepali मैलो mailo,[mʌi̯lo],Indo-Iranian,muîlô,Anatomy 102: Anatomical Properties I,0,1,1,0,0,1,0,0,mrîlô,/ˈmʌ.i.lo/,5,20.07.06.23.02
ƶ̆ʃɀʃ,mutyu,middle,to be the middle/center,middleness/centralness,middle/center-related,,Noun,matija,m,Sanskrit मध्य madhya,/məd̪ʱ.jᵊ/,Indo-Iranian,mutyu,Geography 201: Basic Geography II,0,0,2,0,0,0,0,0,mrtyr,/ˈmʌt.jʌ/,5,20.07.12.24.07
ƶʃƨɟ,munî,money,to be money,money,money-related,,Noun,mani,m,English money,/ˈmʌni/,Germanic,munî,Sociology 102: Basic Concepts II,0,0,1,0,0,1,0,0,mrnî,/ˈmʌ.ni/,4,20.07.21.06.00
ƶʄɽʇɐɟ,mûêsî,moon,to be a moon,moon,moon-related,,Noun,muwesi,m,Chichewa mwezi,/ˈmʷe.zí/,Niger-Congo,mûêsî,Science 101: Elementary Science I,0,0,0,1,0,1,0,1,mûêsî,/ˈmu.e.si/,5,20.08.04.14.06
ƶʄɽ̃ʃ,mûun,late,to be late/tardy,lateness/tardiness,late/tardy,,Adjective,,m,Vietnamese muộn,[muəŋ˨˩˨],Austro-asiatic,mûun,Mathematics 302: Relative Time III,0,0,1,1,0,0,0,0,mûrn,/ˈmu.ʌn/,4,20.08.07.21.00
ƶʄɂɀ̃,mûhoyon,camp,to be a camp,camp,camp-related,,Noun,,m,Arabic مُخَيَّم muḵayyam,/mu.xaj.jam/,Afroasiatic,mûhoyon,Architecture 201: Elementary Structures I,2,0,0,1,0,0,0,0,mûhayan,/ˈmu.hɑ.jɑn/,7,20.08.09.01.24
ƶʄɔıƨ̃ʃ,mûkônun,triangle,to be a triangle,a triangle,triangular/triange-related,,Noun,,m,Tamil முக்கோணம் mukkōṇam,/mukːoːɳɐm/,Dravidian,mûkônun,Architecture 101: 2D Geometry,0,1,1,1,0,0,0,0,mûkônrn,/ˈmu.ko.nʌn/,7,20.08.10.02.21
ƶ̑ʄƨ,mûkno,mature/ripe,to be mature/ripe/adult,matureness/ripeness/adultness,mature/ripe/adult,,Adjective,,m,Swedish mogna,[muːgnɑː],Germanic,mûkno,Properties 101: Fundamental Properties I,1,0,0,1,0,0,0,0,mûkna,/ˈmuk.nɑ/,5,20.08.10.21.01
ƶ̆ʄ,mût,direction/recipient (towards),-,-,-,-,Preposition,ke,m,Swedish mot,/muːt/,Germanic,mût,Grammar 102: Prepositions I,0,0,0,1,0,0,0,0,mût,/ˈmut/,3,20.08.12.00.00
ƶ́ʄcɔ̃ɟ,mûstokîn,straight,to be straight,straightness,straight,,Adjective,mutakin,m,Arabic مُسْتَقِيم mustaqīm,/mus.ta.qiːm/,Afroasiatic,mûstokîn,Architecture 302: Structural Properties II,1,0,0,1,0,1,0,0,mûstakîn,/ˈmus.tɑ.kin/,8,20.08.14.12.01
ƶʄɋɟ,mûxî,insect,to be an insect,an insect,instect-like,,Noun,musi,m,Japanese 虫 mushi,/muɕi/,Japonic,mûxî,Biology 102: Animals I,0,0,0,1,0,1,0,0,mûxî,/ˈmu.ʃi/,4,20.08.15.06.00
ƶʄɤʇɽʄ,mûfêû,clean,to be clean,cleanliness,clean,,Adjective,naki,m,Kamba mutheu,/mu.ðeu/,Niger-Congo,mûfêû,Anatomy 102: Anatomical Properties I,0,0,0,2,0,0,0,1,mûfêû,/ˈmu.fe.u/,5,20.08.19.04.08
ƶ̃ʄꞇcɟ,mûncotî,to release/drop (the released/dropped),to release/free/drop/let go,the released/freed/dropped,releasble/freeable/droppable,,Verb,,m,Sanskrit मुञ्चति muñcáti ,/muɲ.t͡ɕɐ́.ti/,Indo-Iranian,mûncotî,Phenomenology 101: Fundamental Motion I,1,0,0,1,0,1,0,0,mûncatî,/ˈmun.t͡ɕɑ.ti/,7,20.08.21.13.01
ƶ̃ʄꞇʄ,mûncû,tart,to be tart/tangy,tartness/tanginess,tart/tangy,,Adjective,muncu,m,Xhosa -muncu,/mu.ᵑǀu/,Niger-Congo,mûncû,Nutrition 201: Flavors,0,0,0,2,0,0,0,0,mûncû,/ˈmun.t͡ɕu/,5,20.08.21.13.08
ƶʄʓʄ,mûlû,full/complete,to be full/complete,fullness/completeness,full/complete,,Adjective,mulu,m,Tamil முழு muḻu,[muɻɯ],Dravidian,mûlû,Evaluation 102: Worldy Evaluations I,0,0,0,2,0,0,0,0,mûlû,/ˈmu.lu/,4,20.08.23.08.00
ƨɽı,noô,wave,to be a wave/undulation,wave/undulation,wave/undulation-related,,Noun,,n,Gilbertese nao,/näo/,Austronesian,noô,Science 202: Intermediate Science II,1,1,0,0,0,0,0,0,naô,/ˈnɑ.o/,3,21.01.02.00.00
ƨɽɟ,noî,vocative marker,-,-,-,-,Preposition,he,n,Vietnamese này,[na(ː)j˨˩],Austro-Asiatic,noî,Grammar 101: Elementary Grammar I,1,0,0,0,0,1,0,0,naî,/ˈnɑ.i/,3,21.01.06.00.00
ƨɽʄɔʃ,noûku,science,to be science,science,science-related,,Noun,,n,Ukrainian нау́ка naúka,[nɐˈukɐ],Balto-Slavic,noûku,Science 101: Elementary Science I,1,0,1,1,0,0,0,0,naûkr,/ˈnɑ.u.kʌ/,5,21.01.08.10.07
ƨ̑ʌ,nokdo,old,to be old,oldness/age,old,,Adjective,cune,n,Korean 낡다 nakda,[na̠k̚t͈a̠],Koreic,nokdo,Anatomy 201: Social Concepts,2,0,0,0,0,0,0,0,nakda,/ˈnɑk.dɑ/,5,21.01.10.16.01
ƨꞇɟʌ,nocîdo,to lose/waste (the lost/wasted),to lose/waste/miss,the lost/wasted/missed,loseable/wasteable/missable,,Verb,,n,Korean 놓치다 notchida,[no̞t̚t͡ɕʰida̠],Koreic,nocîdo,Evaluation 201: Basic Evaluations II,2,0,0,0,0,1,0,0,nacîda,/ˈnɑ.t͡ɕi.dɑ/,6,21.01.13.06.16
ƨɐı,nosô,puzzle/mystery,to be a puzzle/mystery,puzzle/mystery,puzzle/mystery-related,,Noun,,n,Japanese なぞ nazo,[na̠zo̞],Japonic,nosô,Communication 303: Meta-Concepts II,1,1,0,0,0,0,0,0,nasô,/ˈnɑ.so/,4,21.01.14.02.00
ƨɐɟɔ,nosîko,nose,to be a nose/snout/trunk,nose/snout/trunk,nose/snout/trunk-related,,Noun,,n,Marathi नासिका nāsikā,/nɑ́ː.si.kɑː/,Indo-Iranian,nosîko,Anatomy 203: Basic Anatomy III,2,0,0,0,0,1,0,0,nasîka,/ˈnɑ.si.kɑ/,6,21.01.14.06.10
ƨʌʃ,nodu,tone,to be a tone,tone,tone-related,,Noun,,n,Malay nada,/'na.də/,Austronesian,nodu,Tools 101: Arts,1,0,1,0,0,0,0,0,nadr,/ˈnɑ.dʌ/,4,21.01.16.07.00
ƨⱴɟ,nozî,venom/poison,to be a venom/poison,venom/poison,venom/poison-related,,Noun,,n,Songhay naaji,[naːɟi],Nilo-Saharan,nozî,Biology 301: Intermediate Biology,1,0,0,0,0,1,0,0,nazî,/ˈnɑ.d͡ʒi/,4,21.01.17.06.00
ƨƶʄ,nomû,tree,to be wood/a tree,wood/tree,wood/tree-related,,Noun,namu,n,Korean 나무 namu,[na̠mu],Koreic,nomû,Biology 101: Plants,1,0,0,1,0,0,0,0,namû,/ˈnɑ.mu/,4,21.01.20.08.00
ƨ̃,non,movie/show,to be a movie/film/show/video,movie/film/show/video,movie/film/show/video-related,,Noun,,n,Lü ᦐᧂ ṅang,/naŋ˥/,Kra-Dai,non,Tools 101: Arts,1,0,0,0,0,0,0,0,nan,/ˈnɑn/,3,21.01.21.00.00
ƨ̃ɔʄ,nonkû,04 four,to be four,four,fourth,,Numeral,nanku,n,Tamil நான்கு nāṉku,[n̪aːnkɯ],Dravidian,nonkû,Mathematics 101: Basic Numbers I,1,0,0,1,0,0,0,0,nankû,/ˈnɑn.ku/,5,21.01.21.10.08
ƨ̃c,nonto,tear (of the eye),to be a tear,tear,tear-related,,Noun,,n,Thai น้ำตา nám-dtaa,/nam˦˥.taː˧/,Kra-Dai,nonto,Anatomy 304: Intermediate Anatomy II,2,0,0,0,0,0,0,0,nanta,/ˈnɑn.tɑ/,5,21.01.21.12.01
ƨɀ,noyo,I/me,to be me,I/me,my,-,Pronoun,mi,n,Aymara naya,[na.ja],Quechumaran,noyo,Language 102: Elementary Pronouns,2,0,0,0,0,0,0,0,naya,/ˈnɑ.jɑ/,4,21.01.24.01.00
ƨıɽɟʓʃ,nôîlu,key,to be a key,key,key-related,,Noun,,n,Danish nøgle,[ˈnɒ̽jlə],Germanic,nôîlu,Tools 202: Intermediate Objects II,0,1,1,0,0,1,0,0,nôîlr,/ˈno.i.lʌ/,5,21.02.06.23.07
ƨ̑ıɐ,nôkso,map/chart,to be a map/chart,map/chart,map/chart-related,,Noun,,n,Assamese নক্সা noksa,/nɔksa/,Indo-Iranian,nôkso,Tools 301: Advanced Objects I,1,1,0,0,0,0,0,0,nôksa,/ˈnok.sɑ/,5,21.02.10.14.01
ƨɿɽɟꜿ̃ȷ,neîgin,tendency/inclination,to be a tendency/inclination,tendency/inclination,tendency/inclination-related,,Noun,,n,Dutch neiging,/ˈnɛi̯.ɣɪŋ/,Germanic,neîgin,Communication 203: Meta-Concepts I,0,0,0,0,1,1,1,0,nbîgin,/ˈnɛ.i.gɪn/,6,21.03.06.11.05
ƨ̄ɿ,nec,mesh,to be a net/web/mesh,net/web/mesh,net/web/mesh-related,,Noun,,n,German Netz,/nɛt͡s/,Germanic,nec,Materials 101: Material Types,0,0,0,0,0,0,1,0,nbc,/ˈnɛt͡ɕ/,3,21.03.13.00.00
ƨɿɋʇ,nexê,intoxicated,to be intoxicated,intoxication,intoxicated,,Adjective,nase,n,Persian نشئه naš'e,[næːˈʃe],Indo-Iranian,nexê,Properties 102: Fundamental Properties II,0,0,0,0,0,0,1,1,nbxê,/ˈnɛ.ʃe/,4,21.03.15.04.00
ƨɿʋʃ,nebu,unlikely/rare,to be unlikely/rare,unlikeliness/rarity,unlikely/rare,,Adjective,nepa,n,Norwegian neppe,/²nɛp.pə/,Germanic,nebu,Evaluation 102: Worldy Evaluations I,0,0,1,0,0,0,1,0,nbbr,/ˈnɛ.bʌ/,4,21.03.18.07.00
ƨ̃ɿʌ͊,nendol,famous,to be famous,fame,famous,,Adjective,,n,Persian نامدار nâmdâr,/nɑːm'dɑːɾ/,Indo-Iranian,nendol,Sociology 202: Intermediate Concepts I,1,0,0,0,0,0,1,0,nbndal,/ˈnɛn.dɑl/,6,21.03.21.16.01
ƨʇɽ́ı,nêôs,new/fresh,to be new/fresh,novelty/freshness,new/fresh,,Adjective,neso,n,Greek νέος néos,/ˈne.os/,Hellenic,nêôs,Evaluation 102: Worldy Evaluations I,0,1,0,0,0,0,0,1,nêôs,/ˈne.os/,4,21.04.02.14.00
ƨʇɋıʌɟ,nêxôdî,ethnic,to be ethnic/racial,ethnic/racial-ness,ethnic/racial,,Adjective,,n,Persian نِژادی nežâdi,[ni.ʒɔ.d̪i],Indo-Iranian,nêxôdî,Sociology 202: Intermediate Concepts I,0,1,0,0,0,1,0,1,nêxôdî,/ˈne.ʃo.di/,6,21.04.15.02.16
ƨ̃ʇɔ,nênko,reason/cause marker (because of),-,-,-,-,Preposition,nenka,n,Zulu ngenxa,/ŋ(ɡ)eŋka/,Niger-Congo,nênko,Grammar 203: Prepositions III,1,0,0,0,0,0,0,1,nênka,/ˈnen.kɑ/,5,21.04.21.10.01
ƨʇʓı,nêlô,black,to be black/dark,blackness/darkness,black/dark,,Adjective,nelo,n,Italian nero,/ˈne.ro/,Romance,nêlô,Color 101: Primary Colors,0,1,0,0,0,0,0,1,nêlô,/ˈne.lo/,4,21.04.23.02.00
ƨȷ,ni,it,to be it,it,its,,Pronoun,,n,"Hmong, White nws",/nɨ˩/,Hmong-Mien,ni,Language 102: Elementary Pronouns,0,0,0,0,1,0,0,0,ni,/ˈnɪ/,2,21.05.00.00.00
ƨ̑ȷɤ͊ʄ,nikfûl,ficke/capricious,to be ficke/capricious,fickleness/capriciousness,ficke/capricious,,Adjective,,n,Swedish nyckfull,/nɪkː.fʊlː/,Germanic,nikfûl,Sociology 301: Religion,0,0,0,1,1,0,0,0,nikfûl,/ˈnɪk.ful/,6,21.05.10.19.08
ƨȷꞇʃ,nicu,sneeze,to be a sneeze,sneeze,sneeze-related,,Noun,,n,Punjabi ⁧نِچّھ⁩ nicch,/nɪ.t͡ʃːʱə̆/,Indo-Iranian,nicu,Anatomy 303: Anatomical Actions,0,0,1,0,1,0,0,0,nicr,/ˈnɪ.t͡ɕʌ/,4,21.05.13.07.00
ƨȷɋ̃ɟ,nixîn,wing,to be a wing,a wing,wing-related,,Noun,,n,Mixtec ndɨxin,[nᵈɨʃin],Oto-Manguean,nixîn,Anatomy 301: Non-Human Anatomy,0,0,0,0,1,1,0,0,nixîn,/ˈnɪ.ʃin/,5,21.05.15.06.21
ƨȷʒ́,niwos,to reside in (a residence),to reside/live (in),a residence/home,residable/livable,,Verb,niwa,n,Hindi निवास nivās,[n̪ɪ.ʋäːs̪],Indo-Iranian,niwos,Geography 101: Basic Geography I,1,0,0,0,1,0,0,0,niwas,/ˈnɪ.wɑs/,5,21.05.22.01.14
ƨȷʓ͊,nilol,shadow,to be a shadow,shadow,shadow-related,,Noun,,n,Tamil நிழல் niḻal,/n̪ɪɻɐl/,Dravidian,nilol,Geography 102: Basic Environment I,1,0,0,0,1,0,0,0,nilal,/ˈnɪ.lɑl/,5,21.05.23.01.23
ƨɟɽ̑ı,nîôk,growing,to be growing/sprouting,growth,growing/sprouting,,Adjective,,n,Thai งอก ngɔ̂ɔk,/ŋɔːk̚˥˩/,Kra-Dai,nîôk,Biology 301: Intermediate Biology,0,1,0,0,0,1,0,0,nîôk,/ˈni.ok/,4,21.06.02.10.00
ƨɟɽ̄ɿƨȷ,nîecni,vile,to be vile/wicked,vileness/wickedness,vile/wicked,,Adjective,,n,Polish niecny,/ˈɲɛ.t͡snɨ/,Balto-Slavic,nîecni,Sociology 202: Intermediate Concepts I,0,0,0,0,1,1,1,0,nîbcni,/ˈni.ɛt͡ɕ.nɪ/,6,21.06.03.13.21
ƨɟɽ,nîo,they/them,to be them,they/them,their,-,Pronoun,ja,n,Tagalog ᜈᜒᜌ niyá,[ˈɲa],Austronesian,nîo,Language 102: Elementary Pronouns,1,0,0,0,0,1,0,0,nîa,/ˈni.ɑ/,3,21.06.01.00.00
ƨɟƶʄ,nîmû,you,to be you,you,your,-,Pronoun,tu,n,Dungan ниму nimu,[nimʊ],Sino-Tibetan,nîmû,Language 102: Elementary Pronouns,0,0,0,1,0,1,0,0,nîmû,/ˈni.mu/,4,21.06.20.08.00
ƨ͊ɟcʄꜿʃ,nîltûgu,to stop (the stopped),to stop,the stopped,stoppable,,Verb,,n,Malayalam നിർത്തുക niṟttuka,/n̪irt̪t̪uɡɐ/,Dravidian,nîltûgu,Communication 103: Abstract Fundamentals II,0,0,1,1,0,1,0,0,nîltûgr,/ˈnil.tu.gʌ/,7,21.06.23.12.08
ƨʃɔʃʓı,nukulô,copy,to be a copy,copy,copy-related,,Noun,,n,Odia ନକଲ nôkôlô,[nʌ'kʌlˌɔ],Indo-Iranian,nukulô,Communication 301: Intermediate Concepts I,0,1,2,0,0,0,0,0,nrkrlô,/ˈnʌ.kʌ.lo/,6,21.07.10.07.23
ƨʃꞇc,nucoto,planet,to be a planet,planet,planet-related,,Noun,,n,Punjabi ਨਛੱਤਰ nachattar,/naˈt͡ʃʰa.t̪aɾ/,Indo-Iranian,nucoto,Science 101: Elementary Science I,2,0,1,0,0,0,0,0,nrcata,/nʌ.ˈt͡ɕɑ.tɑ/,6,21.07.13.01.12
ƨʃʋʃɐ,nubuso,wet,to be wet,wetness,wet,,Adjective,,n,Ilocano nabasa,[nɐbɐˈsa],Austronesian,nubuso,Properties 201: Physical Properties I,1,0,2,0,0,0,0,0,nrbrsa,/ˈnʌ.bʌ.sɑ/,6,21.07.18.07.14
ƨʃƶʄƨ,numûno,example,to be an example/sample,example/sample,example/sample-related,,Noun,namuna,n,Marathi नमूना namunā,[n̪ə.muː.n̪äː],Indo-Iranian,numûno,Communication 201: Abstract Fundamentals III,1,0,1,1,0,0,0,0,nrmûna,/nʌ.ˈmu.nɑ/,6,21.07.20.08.21
ƨ̃ʃꜿ,nungo,naked,to be naked/bare,nakedness/bareness,naked/bare,,Adjective,,n,Hindi नंगा naṅgā,[nɐ̃ŋ.ɡäː],Indo-Iranian,nungo,Anatomy 302: Anatomical Properties II,1,0,1,0,0,0,0,0,nrnga,/ˈnʌn.gɑ/,5,21.07.21.11.01
ƨʃʓ̃ʃ,nulun,soft,to be soft,softness,soft,,Adjective,nalan,n,Hindi नरम naram,[n̪ə.ɾə̃m],Indo-Iranian,nulun,Materials 201: Material Properties,0,0,2,0,0,0,0,0,nrlrn,/ˈnʌ.lʌn/,5,21.07.23.07.21
